
*********************************************************************

   Se leyeron los datos del archivo: ENTRADA.TXT
   Se graba la salida en el archivo: SALIDA.TXT

*********************************************************************

*****************************************************
*CASODEPRUEBAPARAELCAREMCONXENONYQUEMADO*
*****************************************************

Cálculo estático de flujo y K efectivo
BETA =  1.65

 IT  Conv Flujo    Conv Keff      Kefectivo     Sigma       Omega
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 105      COL 106      COL 107      COL 108      COL 109      COL 110      COL 111      COL 112   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 113      COL 114      COL 115      COL 116      COL 117      COL 118      COL 119      COL 120   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 121      COL 122      COL 123      COL 124      COL 125      COL 126      COL 127      COL 128   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

Flujo-Grupo4     Distribución espacial   T = 0.0000

      COL 1      COL 2      COL 3      COL 4      COL 5      COL 6      COL 7      COL 8   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.8440E+12  9.0645E+12  9.0710E+12  9.8421E+12  1.2270E+13  9.8542E+12  9.2721E+12  1.4159E+13
  9.6504E+12  1.2644E+13  1.2650E+13  1.3611E+13  1.6866E+13  1.3621E+13  1.2827E+13  1.9348E+13
  1.1466E+13  1.4836E+13  1.4836E+13  1.5727E+13  1.9131E+13  1.5730E+13  1.4809E+13  1.9929E+13
  1.2112E+13  1.5672E+13  1.5674E+13  1.6590E+13  2.0519E+13  1.6593E+13  1.5557E+13  2.1186E+13
  1.3809E+13  1.8036E+13  1.8038E+13  1.9149E+13  2.4103E+13  1.9151E+13  1.7933E+13  2.4574E+13
  1.4539E+13  1.9180E+13  1.9181E+13  2.0542E+13  2.6071E+13  2.0543E+13  1.9225E+13  2.6801E+13
  1.4923E+13  1.9911E+13  1.9912E+13  2.1549E+13  2.7539E+13  2.1549E+13  2.0177E+13  2.8650E+13
  1.4999E+13  2.0237E+13  2.0237E+13  2.2147E+13  2.8450E+13  2.2148E+13  2.0751E+13  2.9935E+13
  1.4078E+13  1.9184E+13  1.9184E+13  2.1202E+13  2.7263E+13  2.1203E+13  1.9909E+13  2.9485E+13
  1.4886E+13  2.0444E+13  2.0444E+13  2.2812E+13  2.9571E+13  2.2812E+13  2.1372E+13  3.1726E+13
  1.4530E+13  2.0096E+13  2.0096E+13  2.2563E+13  2.9495E+13  2.2563E+13  2.1097E+13  3.1878E+13
  1.3464E+13  1.8761E+13  1.8761E+13  2.1126E+13  2.7935E+13  2.1125E+13  1.9719E+13  3.0535E+13
  1.1323E+13  1.5967E+13  1.5967E+13  1.8021E+13  2.4111E+13  1.8021E+13  1.6830E+13  2.6955E+13
  7.8905E+12  1.1447E+13  1.1447E+13  1.3091E+13  1.7771E+13  1.3091E+13  1.2264E+13  2.2867E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 9      COL 10      COL 11      COL 12      COL 13      COL 14      COL 15      COL 16   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4162E+13  9.3023E+12  7.0833E+12  1.4323E+13  1.4374E+13  1.4330E+13  7.0831E+12  1.3091E+13
  1.9351E+13  1.2843E+13  9.8664E+12  1.9507E+13  1.9500E+13  1.9512E+13  9.8661E+12  1.7857E+13
  1.9931E+13  1.4811E+13  1.1448E+13  1.9932E+13  2.0028E+13  1.9933E+13  1.1448E+13  1.8315E+13
  2.1187E+13  1.5559E+13  1.2001E+13  2.1150E+13  2.1432E+13  2.1150E+13  1.2001E+13  1.9370E+13
  2.4575E+13  1.7935E+13  1.3712E+13  2.4582E+13  2.5060E+13  2.4582E+13  1.3712E+13  2.2395E+13
  2.6802E+13  1.9225E+13  1.4595E+13  2.6954E+13  2.7647E+13  2.6954E+13  1.4595E+13  2.4410E+13
  2.8650E+13  2.0177E+13  1.5212E+13  2.9010E+13  2.9971E+13  2.9010E+13  1.5211E+13  2.6121E+13
  2.9935E+13  2.0751E+13  1.5545E+13  3.0535E+13  3.1849E+13  3.0535E+13  1.5545E+13  2.7330E+13
  2.9485E+13  1.9909E+13  1.4838E+13  3.0277E+13  3.1961E+13  3.0277E+13  1.4838E+13  2.6957E+13
  3.1726E+13  2.1372E+13  1.5855E+13  3.2696E+13  3.5001E+13  3.2696E+13  1.5855E+13  2.8928E+13
  3.1878E+13  2.1097E+13  1.5584E+13  3.2874E+13  3.6028E+13  3.2874E+13  1.5584E+13  2.8860E+13
  3.0535E+13  1.9719E+13  1.4481E+13  3.1397E+13  3.6133E+13  3.1397E+13  1.4481E+13  2.7316E+13
  2.6955E+13  1.6830E+13  1.2239E+13  2.7662E+13  3.3239E+13  2.7662E+13  1.2239E+13  2.3836E+13
  2.2867E+13  1.2264E+13  8.7290E+12  2.3646E+13  2.8838E+13  2.3646E+13  8.7289E+12  2.0117E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 17      COL 18      COL 19      COL 20      COL 21      COL 22      COL 23      COL 24   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4693E+13  1.4694E+13  1.3091E+13  9.3028E+12  1.4913E+13  7.5655E+12  1.4913E+13  9.2718E+12
  1.9861E+13  1.9862E+13  1.7856E+13  1.2844E+13  2.0199E+13  1.0090E+13  2.0198E+13  1.2827E+13
  2.0243E+13  2.0242E+13  1.8313E+13  1.4812E+13  2.0498E+13  1.1211E+13  2.0497E+13  1.4808E+13
  2.1618E+13  2.1617E+13  1.9370E+13  1.5559E+13  2.2003E+13  1.1698E+13  2.2002E+13  1.5556E+13
  2.5331E+13  2.5330E+13  2.2395E+13  1.7935E+13  2.5948E+13  1.3653E+13  2.5948E+13  1.7933E+13
  2.8111E+13  2.8111E+13  2.4409E+13  1.9225E+13  2.8967E+13  1.5008E+13  2.8966E+13  1.9224E+13
  3.0731E+13  3.0731E+13  2.6120E+13  2.0177E+13  3.1786E+13  1.6451E+13  3.1786E+13  2.0176E+13
  3.2996E+13  3.2996E+13  2.7329E+13  2.0751E+13  3.4156E+13  1.8308E+13  3.4156E+13  2.0751E+13
  3.3444E+13  3.3444E+13  2.6957E+13  1.9909E+13  3.4652E+13  1.8587E+13  3.4651E+13  1.9909E+13
  3.6929E+13  3.6929E+13  2.8928E+13  2.1372E+13  3.8137E+13  2.1138E+13  3.8137E+13  2.1372E+13
  3.8303E+13  3.8303E+13  2.8860E+13  2.1097E+13  3.9110E+13  2.3027E+13  3.9109E+13  2.1097E+13
  3.8638E+13  3.8637E+13  2.7316E+13  1.9719E+13  3.8182E+13  3.5472E+13  3.8182E+13  1.9719E+13
  3.5732E+13  3.5732E+13  2.3836E+13  1.6830E+13  3.4337E+13  4.1359E+13  3.4337E+13  1.6830E+13
  3.1321E+13  3.1321E+13  2.0117E+13  1.2264E+13  3.0062E+13  3.2904E+13  3.0062E+13  1.2264E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 25      COL 26      COL 27      COL 28      COL 29      COL 30      COL 31      COL 32   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4331E+13  1.3073E+13  1.3072E+13  1.4323E+13  9.8545E+12  1.4694E+13  9.3496E+12  1.4693E+13
  1.9513E+13  1.7547E+13  1.7547E+13  1.9506E+13  1.3621E+13  1.9862E+13  1.2586E+13  1.9860E+13
  1.9933E+13  1.8000E+13  1.7999E+13  1.9930E+13  1.5730E+13  2.0243E+13  1.4221E+13  2.0242E+13
  2.1151E+13  1.9194E+13  1.9193E+13  2.1149E+13  1.6593E+13  2.1618E+13  1.4938E+13  2.1617E+13
  2.4583E+13  2.2482E+13  2.2482E+13  2.4581E+13  1.9151E+13  2.5331E+13  1.7380E+13  2.5330E+13
  2.6955E+13  2.5078E+13  2.5077E+13  2.6953E+13  2.0543E+13  2.8111E+13  1.9312E+13  2.8111E+13
  2.9011E+13  2.7880E+13  2.7880E+13  2.9010E+13  2.1549E+13  3.0731E+13  2.2328E+13  3.0731E+13
  3.0536E+13  3.1250E+13  3.1249E+13  3.0535E+13  2.2148E+13  3.2996E+13  3.8624E+13  3.2995E+13
  3.0278E+13  3.2445E+13  3.2445E+13  3.0277E+13  2.1203E+13  3.3444E+13  4.1332E+13  3.3444E+13
  3.2697E+13  3.6591E+13  3.6591E+13  3.2696E+13  2.2812E+13  3.6929E+13  4.7579E+13  3.6928E+13
  3.2874E+13  3.9069E+13  3.9069E+13  3.2874E+13  2.2563E+13  3.8303E+13  5.1983E+13  3.8303E+13
  3.1397E+13  4.1421E+13  4.1421E+13  3.1397E+13  2.1126E+13  3.8638E+13  5.7436E+13  3.8637E+13
  2.7662E+13  3.9701E+13  3.9701E+13  2.7662E+13  1.8021E+13  3.5732E+13  5.6240E+13  3.5732E+13
  2.3646E+13  3.4722E+13  3.4722E+13  2.3646E+13  1.3091E+13  3.1321E+13  4.3834E+13  3.1321E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 33      COL 34      COL 35      COL 36      COL 37      COL 38      COL 39      COL 40   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.8418E+12  1.4163E+13  7.5655E+12  7.5653E+12  1.4158E+13  9.0711E+12  1.4373E+13  1.3072E+13
  1.3610E+13  1.9351E+13  1.0090E+13  1.0089E+13  1.9347E+13  1.2650E+13  1.9500E+13  1.7547E+13
  1.5727E+13  1.9931E+13  1.1211E+13  1.1211E+13  1.9928E+13  1.4837E+13  2.0028E+13  1.7999E+13
  1.6590E+13  2.1187E+13  1.1697E+13  1.1697E+13  2.1185E+13  1.5674E+13  2.1432E+13  1.9193E+13
  1.9149E+13  2.4575E+13  1.3653E+13  1.3653E+13  2.4573E+13  1.8038E+13  2.5060E+13  2.2482E+13
  2.0541E+13  2.6802E+13  1.5008E+13  1.5008E+13  2.6801E+13  1.9181E+13  2.7647E+13  2.5077E+13
  2.1548E+13  2.8650E+13  1.6451E+13  1.6451E+13  2.8649E+13  1.9912E+13  2.9971E+13  2.7880E+13
  2.2147E+13  2.9935E+13  1.8308E+13  1.8308E+13  2.9934E+13  2.0237E+13  3.1848E+13  3.1249E+13
  2.1202E+13  2.9485E+13  1.8587E+13  1.8587E+13  2.9484E+13  1.9184E+13  3.1961E+13  3.2445E+13
  2.2812E+13  3.1726E+13  2.1138E+13  2.1138E+13  3.1726E+13  2.0444E+13  3.5001E+13  3.6591E+13
  2.2563E+13  3.1878E+13  2.3027E+13  2.3027E+13  3.1878E+13  2.0096E+13  3.6028E+13  3.9069E+13
  2.1125E+13  3.0535E+13  3.5472E+13  3.5472E+13  3.0535E+13  1.8761E+13  3.6133E+13  4.1421E+13
  1.8021E+13  2.6955E+13  4.1359E+13  4.1359E+13  2.6954E+13  1.5967E+13  3.3239E+13  3.9701E+13
  1.3091E+13  2.2867E+13  3.2904E+13  3.2904E+13  2.2867E+13  1.1447E+13  2.8838E+13  3.4722E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 41      COL 42      COL 43      COL 44      COL 45      COL 46      COL 47      COL 48   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4373E+13  9.0642E+12  1.2270E+13  1.4693E+13  1.4693E+13  1.2270E+13  6.8440E+12  1.4159E+13
  1.9499E+13  1.2644E+13  1.6866E+13  1.9860E+13  1.9861E+13  1.6865E+13  9.6504E+12  1.9347E+13
  2.0028E+13  1.4835E+13  1.9131E+13  2.0242E+13  2.0242E+13  1.9130E+13  1.1466E+13  1.9929E+13
  2.1431E+13  1.5671E+13  2.0519E+13  2.1617E+13  2.1616E+13  2.0519E+13  1.2112E+13  2.1185E+13
  2.5060E+13  1.8036E+13  2.4103E+13  2.5330E+13  2.5330E+13  2.4102E+13  1.3809E+13  2.4573E+13
  2.7647E+13  1.9180E+13  2.6071E+13  2.8111E+13  2.8111E+13  2.6071E+13  1.4539E+13  2.6801E+13
  2.9970E+13  1.9911E+13  2.7539E+13  3.0731E+13  3.0731E+13  2.7539E+13  1.4923E+13  2.8650E+13
  3.1848E+13  2.0237E+13  2.8450E+13  3.2995E+13  3.2995E+13  2.8449E+13  1.4999E+13  2.9934E+13
  3.1961E+13  1.9184E+13  2.7262E+13  3.3444E+13  3.3444E+13  2.7262E+13  1.4078E+13  2.9484E+13
  3.5001E+13  2.0444E+13  2.9571E+13  3.6928E+13  3.6928E+13  2.9571E+13  1.4886E+13  3.1726E+13
  3.6028E+13  2.0096E+13  2.9495E+13  3.8303E+13  3.8303E+13  2.9495E+13  1.4530E+13  3.1878E+13
  3.6133E+13  1.8761E+13  2.7935E+13  3.8637E+13  3.8637E+13  2.7934E+13  1.3464E+13  3.0535E+13
  3.3239E+13  1.5967E+13  2.4111E+13  3.5732E+13  3.5732E+13  2.4111E+13  1.1323E+13  2.6955E+13
  2.8838E+13  1.1447E+13  1.7771E+13  3.1321E+13  3.1321E+13  1.7771E+13  7.8905E+12  2.2867E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 49      COL 50      COL 51      COL 52      COL 53      COL 54      COL 55      COL 56   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.4913E+13  1.4162E+13  6.8438E+12  9.0644E+12  1.4323E+13  1.4329E+13  9.0707E+12  9.8419E+12
  2.0198E+13  1.9350E+13  9.6501E+12  1.2644E+13  1.9506E+13  1.9511E+13  1.2649E+13  1.3611E+13
  2.0497E+13  1.9930E+13  1.1465E+13  1.4835E+13  1.9930E+13  1.9933E+13  1.4836E+13  1.5727E+13
  2.2002E+13  2.1186E+13  1.2112E+13  1.5672E+13  2.1149E+13  2.1150E+13  1.5673E+13  1.6590E+13
  2.5948E+13  2.4574E+13  1.3809E+13  1.8036E+13  2.4581E+13  2.4582E+13  1.8037E+13  1.9149E+13
  2.8966E+13  2.6802E+13  1.4539E+13  1.9180E+13  2.6953E+13  2.6954E+13  1.9181E+13  2.0541E+13
  3.1786E+13  2.8650E+13  1.4923E+13  1.9911E+13  2.9010E+13  2.9010E+13  1.9912E+13  2.1549E+13
  3.4156E+13  2.9934E+13  1.4999E+13  2.0237E+13  3.0535E+13  3.0535E+13  2.0237E+13  2.2147E+13
  3.4651E+13  2.9484E+13  1.4078E+13  1.9184E+13  3.0277E+13  3.0277E+13  1.9184E+13  2.1202E+13
  3.8136E+13  3.1726E+13  1.4886E+13  2.0444E+13  3.2696E+13  3.2696E+13  2.0444E+13  2.2812E+13
  3.9109E+13  3.1878E+13  1.4530E+13  2.0096E+13  3.2874E+13  3.2874E+13  2.0096E+13  2.2563E+13
  3.8182E+13  3.0535E+13  1.3464E+13  1.8761E+13  3.1397E+13  3.1397E+13  1.8761E+13  2.1125E+13
  3.4337E+13  2.6954E+13  1.1323E+13  1.5967E+13  2.7662E+13  2.7662E+13  1.5967E+13  1.8021E+13
  3.0062E+13  2.2867E+13  7.8904E+12  1.1447E+13  2.3646E+13  2.3646E+13  1.1447E+13  1.3091E+13
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00

      COL 57      COL 58      COL 59      COL 60      COL 61      COL 62      COL 63      COL 64   
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.3091E+13  9.8539E+12  9.2718E+12  9.3021E+12  7.0830E+12  0.0000E+00  0.0000E+00  0.0000E+00
  1.7856E+13  1.3620E+13  1.2827E+13  1.2843E+13  9.8660E+12  0.0000E+00  0.0000E+00  0.0000E+00
  1.8313E+13  1.5729E+13  1.4808E+13  1.4811E+13  1.1447E+13  0.0000E+00  0.0000E+00  0.0000E+00
  1.9370E+13  1.6593E+13  1.5556E+13  1.5558E+13  1.2001E+13  0.0000E+00  0.0000E+00  0.0000E+00
  2.2395E+13  1.9151E+13  1.7933E+13  1.7935E+13  1.3712E+13  0.0000E+00  0.0000E+00  0.0000E+00
  2.4409E+13  2.0543E+13  1.9224E+13  1.9225E+13  1.4595E+13  0.0000E+00  0.0000E+00  0.0000E+00
